2024-01-20 22:34:10,111: root: INFO: MyStrategy : Executing the initialize lifecycle method
2024-01-20 22:34:13,552: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-01-20 22:34:13,554: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 22:34:13,556: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-01-20 22:34:13,556: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 22:34:13,557: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:13[0m
2024-01-20 22:34:13,559: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:13,576: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:17,782: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:17[0m
2024-01-20 22:34:17,782: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:17,782: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-01-20 22:34:17,782: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-01-20 22:34:17,797: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:17[0m
2024-01-20 22:34:17,797: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:17,799: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:19,899: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:19[0m
2024-01-20 22:34:19,900: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:19,900: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-01-20 22:34:19,900: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-01-20 22:34:19,906: root: INFO: [34mMyStrategy : The market is not currently open, skipping this trading iteration[0m
2024-01-20 22:34:19,906: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-01-20 22:34:19,906: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-01-20 22:34:19,906: root: INFO: MyStrategy : Executing the after_market_closes lifecycle method
2024-01-20 22:34:19,906: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-01-20 22:34:19,906: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 22:34:19,915: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-01-20 22:34:19,915: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 22:34:19,920: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:19[0m
2024-01-20 22:34:19,921: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:19,923: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:22,577: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:22[0m
2024-01-20 22:34:22,580: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:22,580: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-01-20 22:34:22,580: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-01-20 22:34:22,603: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:22[0m
2024-01-20 22:34:22,604: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:22,604: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:26,172: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:26[0m
2024-01-20 22:34:26,172: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:26,172: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-01-20 22:34:26,172: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-01-20 22:34:26,178: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:26[0m
2024-01-20 22:34:26,178: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:26,178: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:30,447: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:30[0m
2024-01-20 22:34:30,447: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:30,447: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-01-20 22:34:30,465: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-01-20 22:34:30,465: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:30[0m
2024-01-20 22:34:30,465: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:30,465: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:32,625: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:32[0m
2024-01-20 22:34:32,625: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:32,625: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-01-20 22:34:32,625: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-01-20 22:34:32,639: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:32[0m
2024-01-20 22:34:32,639: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:32,640: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:35,267: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:35[0m
2024-01-20 22:34:35,270: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:35,273: root: INFO: Current backtesting datetime 2020-01-10 16:00:00-05:00
2024-01-20 22:34:35,278: root: INFO: Current backtesting datetime 2020-01-11 09:30:00-05:00
2024-01-20 22:34:35,280: root: INFO: [34mMyStrategy : The market is not currently open, skipping this trading iteration[0m
2024-01-20 22:34:35,290: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-01-20 22:34:35,303: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-01-20 22:34:35,303: root: INFO: MyStrategy : Executing the after_market_closes lifecycle method
2024-01-20 22:34:35,315: root: INFO: Current backtesting datetime 2020-01-13 08:30:00-05:00
2024-01-20 22:34:35,326: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 22:34:35,326: root: INFO: Current backtesting datetime 2020-01-13 09:30:00-05:00
2024-01-20 22:34:35,326: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 22:34:35,335: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:35[0m
2024-01-20 22:34:35,335: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:35,339: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:38,558: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:38[0m
2024-01-20 22:34:38,562: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:38,566: root: INFO: Current backtesting datetime 2020-01-13 16:00:00-05:00
2024-01-20 22:34:38,568: root: INFO: Current backtesting datetime 2020-01-14 09:30:00-05:00
2024-01-20 22:34:38,570: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:38[0m
2024-01-20 22:34:38,570: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:38,577: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:42,900: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:42[0m
2024-01-20 22:34:42,903: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:42,906: root: INFO: Current backtesting datetime 2020-01-14 16:00:00-05:00
2024-01-20 22:34:42,906: root: INFO: Current backtesting datetime 2020-01-15 09:30:00-05:00
2024-01-20 22:34:42,909: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:42[0m
2024-01-20 22:34:42,909: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:42,909: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:46,028: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:46[0m
2024-01-20 22:34:46,044: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:46,045: root: INFO: Current backtesting datetime 2020-01-15 16:00:00-05:00
2024-01-20 22:34:46,047: root: INFO: Current backtesting datetime 2020-01-16 09:30:00-05:00
2024-01-20 22:34:46,048: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:46[0m
2024-01-20 22:34:46,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:46,048: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:47,595: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:47[0m
2024-01-20 22:34:47,611: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:47,611: root: INFO: Current backtesting datetime 2020-01-16 16:00:00-05:00
2024-01-20 22:34:47,614: root: INFO: Current backtesting datetime 2020-01-17 09:30:00-05:00
2024-01-20 22:34:47,614: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:47[0m
2024-01-20 22:34:47,614: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:47,614: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:49,005: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:49[0m
2024-01-20 22:34:49,005: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:49,005: root: INFO: Current backtesting datetime 2020-01-17 16:00:00-05:00
2024-01-20 22:34:49,005: root: INFO: Current backtesting datetime 2020-01-18 09:30:00-05:00
2024-01-20 22:34:49,018: root: INFO: [34mMyStrategy : The market is not currently open, skipping this trading iteration[0m
2024-01-20 22:34:49,027: root: INFO: Current backtesting datetime 2020-01-18 09:29:00-05:00
2024-01-20 22:34:49,034: root: INFO: Current backtesting datetime 2020-01-18 09:29:00-05:00
2024-01-20 22:34:49,034: root: INFO: MyStrategy : Executing the after_market_closes lifecycle method
2024-01-20 22:34:49,034: root: INFO: Current backtesting datetime 2020-01-21 08:30:00-05:00
2024-01-20 22:34:49,034: root: INFO: MyStrategy : Executing the before_market_opens lifecycle method
2024-01-20 22:34:49,066: root: INFO: Current backtesting datetime 2020-01-21 09:30:00-05:00
2024-01-20 22:34:49,066: root: INFO: MyStrategy : Executing the before_starting_trading lifecycle method
2024-01-20 22:34:49,066: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:49[0m
2024-01-20 22:34:49,066: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:49,081: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:50,416: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:50[0m
2024-01-20 22:34:50,416: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:50,416: root: INFO: Current backtesting datetime 2020-01-21 16:00:00-05:00
2024-01-20 22:34:50,416: root: INFO: Current backtesting datetime 2020-01-22 09:30:00-05:00
2024-01-20 22:34:50,416: root: INFO: [34mMyStrategy : Executing the on_trading_iteration lifecycle method at 2024-01-20 22:34:50[0m
2024-01-20 22:34:50,416: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:50,416: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-20 22:34:52,209: root: INFO: [34mMyStrategy : Trading iteration ended at 2024-01-20 22:34:52[0m
2024-01-20 22:34:52,223: root: INFO: MyStrategy : [34mSleeping for 86400 seconds[0m
2024-01-20 22:34:52,230: root: INFO: Current backtesting datetime 2020-01-22 16:00:00-05:00
